id_kelurahan,nama_kelurahan,latitude,longitude,adm4,adm2,nama_kota
3506092003,Panjer,-7.8589655321,112.1197108305,35.06.09.2003,3506,Kabupaten Kediri
3506092004,Jarak,-7.8841317707,112.1573489406,35.06.09.2004,3506,Kabupaten Kediri
3506092005,Ploso Kidul,-7.8758744598,112.1657468342,35.06.09.2005,3506,Kabupaten Kediri
3506092006,Ploso Lor,-7.8617986762,112.1596552625,35.06.09.2006,3506,Kabupaten Kediri
3506092007,Brenggolo,-7.8489738161,112.1281473197,35.06.09.2007,3506,Kabupaten Kediri
3506092008,Donganti,-7.8368593596,112.1176258592,35.06.09.2008,3506,Kabupaten Kediri
3506092009,Kawedusan,-7.8257697373,112.1246776923,35.06.09.2009,3506,Kabupaten Kediri
3506092010,Klanderan,-7.8371938942,112.1308580604,35.06.09.2010,3506,Kabupaten Kediri
3506092011,Punjul,-7.8396571784,112.1504234019,35.06.09.2011,3506,Kabupaten Kediri
3506092012,Pranggang,-7.8540220061,112.1738654384,35.06.09.2012,3506,Kabupaten Kediri
3506092013,Sumberagung,-7.8386886157,112.1887146648,35.06.09.2013,3506,Kabupaten Kediri
3506092014,Wonorejo Trisulo,-7.8722527512,112.1990298305,35.06.09.2014,3506,Kabupaten Kediri
3506092015,Sepawon,-7.9044611663,112.2371117134,35.06.09.2015,3506,Kabupaten Kediri
3506102001,Nglumbang,-7.8723766783,112.1003988458,35.06.10.2001,3506,Kabupaten Kediri
3506102002,Blimbing,-7.86536389,112.1083270296,35.06.10.2002,3506,Kabupaten Kediri
3506102003,Ngasem,-7.8564815645,112.109084136,35.06.10.2003,3506,Kabupaten Kediri
3506102004,Bogem,-7.8433663711,112.0922473597,35.06.10.2004,3506,Kabupaten Kediri
3506102005,Kranggan,-7.8327750421,112.0898264559,35.06.10.2005,3506,Kabupaten Kediri
3506102006,Turus,-7.820542898,112.0668195192,35.06.10.2006,3506,Kabupaten Kediri
3506102007,Gabru,-7.8250973809,112.0838085817,35.06.10.2007,3506,Kabupaten Kediri
3506102008,Wonojoyo,-7.8246482893,112.0782359752,35.06.10.2008,3506,Kabupaten Kediri
3506102009,Bangkok,-7.8430214532,112.1075699043,35.06.10.2009,3506,Kabupaten Kediri
3506102010,Gurah,-7.8098174976,112.086639194,35.06.10.2010,3506,Kabupaten Kediri
3506102011,Banyuanyar,-7.823066281,112.0933806961,35.06.10.2011,3506,Kabupaten Kediri
3506102012,Besuk,-7.8262290354,112.1069272801,35.06.10.2012,3506,Kabupaten Kediri
3506102013,Sumbercangkring,-7.8143361567,112.1064777023,35.06.10.2013,3506,Kabupaten Kediri
3506102014,Sukorejo,-7.8007247731,112.100116091,35.06.10.2014,3506,Kabupaten Kediri
3506102015,Kerkep,-7.8013651405,112.0948091413,35.06.10.2015,3506,Kabupaten Kediri
3506102016,Gempolan,-7.8031048013,112.1099330034,35.06.10.2016,3506,Kabupaten Kediri
3506102017,Tambakrejo,-7.8001791044,112.1188235752,35.06.10.2017,3506,Kabupaten Kediri
3506102018,Tiru Kidul,-7.8204909325,112.1377666069,35.06.10.2018,3506,Kabupaten Kediri
3506102019,Tiru Lor,-7.8048477858,112.1387227263,35.06.10.2019,3506,Kabupaten Kediri
3506102020,Gayam,-7.7874738271,112.121871912,35.06.10.2020,3506,Kabupaten Kediri
3506102021,Adan-adan,-7.7784361296,112.1260324238,35.06.10.2021,3506,Kabupaten Kediri
3506112001,Bulupasar,-7.7956855726,112.0685115887,35.06.11.2001,3506,Kabupaten Kediri
3506112002,Wonosari,-7.8038934154,112.0801345946,35.06.11.2002,3506,Kabupaten Kediri
3506112003,Kambingan,-7.791062341,112.0837918513,35.06.11.2003,3506,Kabupaten Kediri
3506112004,Tanjung,-7.7842405589,112.0674357886,35.06.11.2004,3506,Kabupaten Kediri
3506112005,Wates,-7.7760944527,112.0712314702,35.06.11.2005,3506,Kabupaten Kediri
3506112006,Menang,-7.7791741439,112.080812621,35.06.11.2006,3506,Kabupaten Kediri
3506112007,Tengger Kidul,-7.7853646168,112.0994498722,35.06.11.2007,3506,Kabupaten Kediri
3506112008,Semanding,-7.7716858598,112.1015308575,35.06.11.2008,3506,Kabupaten Kediri
3506112009,Sitimerto,-7.7712118914,112.0873248884,35.06.11.2009,3506,Kabupaten Kediri
3506112010,Pagu,-7.7643208842,112.0879574197,35.06.11.2010,3506,Kabupaten Kediri
3506112011,Bendo,-7.7624610518,112.0711212915,35.06.11.2011,3506,Kabupaten Kediri
3506112012,Semen,-7.7685461473,112.0634951295,35.06.11.2012,3506,Kabupaten Kediri
3506112016,Jagung,-7.7550179936,112.0760539251,35.06.11.2016,3506,Kabupaten Kediri
3506122010,Jongbiru,-7.7879841823,112.0109256353,35.06.12.2010,3506,Kabupaten Kediri
3506122011,Putih,-7.7811653999,112.0174388218,35.06.12.2011,3506,Kabupaten Kediri
3506122012,Sambirejo,-7.7824449912,112.0319152953,35.06.12.2012,3506,Kabupaten Kediri
3506122016,Kepuhrejo,-7.7684607775,112.0534700886,35.06.12.2016,3506,Kabupaten Kediri
3506122017,Kalibelo,-7.7509448802,112.0489311851,35.06.12.2017,3506,Kabupaten Kediri
3506122018,Plosorejo,-7.7592644403,112.0472313771,35.06.12.2018,3506,Kabupaten Kediri
3506122019,Turus,-7.7562282774,112.0378948726,35.06.12.2019,3506,Kabupaten Kediri
3506122020,Sambiresik,-7.7712464911,112.0364284654,35.06.12.2020,3506,Kabupaten Kediri
3506122021,Gampeng,-7.7700756555,112.0274510074,35.06.12.2021,3506,Kabupaten Kediri
3506122022,Ngebrak,-7.7517577408,112.0290238409,35.06.12.2022,3506,Kabupaten Kediri
3506122023,Wanengpaten,-7.7409272095,112.0266872295,35.06.12.2023,3506,Kabupaten Kediri
3506132001,Kalipang,-7.7783820413,111.8885384315,35.06.13.2001,3506,Kabupaten Kediri
3506132002,Grogol,-7.7555476378,111.9534193789,35.06.13.2002,3506,Kabupaten Kediri
3506132003,Cerme,-7.7334570155,111.9658004648,35.06.13.2003,3506,Kabupaten Kediri
3506132004,Wonoasri,-7.7447891713,111.9705363155,35.06.13.2004,3506,Kabupaten Kediri
3506132005,Sonorejo,-7.7440816104,111.9792742054,35.06.13.2005,3506,Kabupaten Kediri
3506132006,Datengan,-7.7447590894,111.9930489336,35.06.13.2006,3506,Kabupaten Kediri
3506132007,Sumberejo,-7.7224393691,111.9759546286,35.06.13.2007,3506,Kabupaten Kediri
3506132008,Gambyok,-7.7281779957,111.9885728224,35.06.13.2008,3506,Kabupaten Kediri
3506132009,Bakalan,-7.7631326047,111.984317791,35.06.13.2009,3506,Kabupaten Kediri
3506142001,Purwotengah,-7.7315764938,112.0393185358,35.06.14.2001,3506,Kabupaten Kediri
3506142002,Kwaron,-7.7303007482,112.0651770619,35.06.14.2002,3506,Kabupaten Kediri
3506142003,Minggiran,-7.7227099965,112.0640467843,35.06.14.2003,3506,Kabupaten Kediri
3506142004,Pehkulon,-7.7304944101,112.0772172797,35.06.14.2004,3506,Kabupaten Kediri
3506142005,Pehwetan,-7.7275046226,112.0862824354,35.06.14.2005,3506,Kabupaten Kediri
3506142006,Dawuhan Kidul,-7.7176285728,112.0851994922,35.06.14.2006,3506,Kabupaten Kediri
3506142007,Janti,-7.7100603092,112.081415264,35.06.14.2007,3506,Kabupaten Kediri
3506142008,Ngampel,-7.7070918305,112.1075575563,35.06.14.2008,3506,Kabupaten Kediri
3506142009,Kedungmalang,-7.707420627,112.1170907433,35.06.14.2009,3506,Kabupaten Kediri
3506142010,Jambangan,-7.6907745641,112.1049673361,35.06.14.2010,3506,Kabupaten Kediri
3506142011,Maduretno,-7.6948073008,112.0946719899,35.06.14.2011,3506,Kabupaten Kediri
3506142012,Papar,-7.6946334664,112.0838889987,35.06.14.2012,3506,Kabupaten Kediri
3506142013,Tanon,-7.6769889719,112.0880567494,35.06.14.2013,3506,Kabupaten Kediri
3506142014,Srikaton,-7.6841242787,112.0966028333,35.06.14.2014,3506,Kabupaten Kediri
3506142015,Kepuh,-7.687234765,112.1145395846,35.06.14.2015,3506,Kabupaten Kediri
3506142016,Sukomoro,-7.6885521283,112.1247629968,35.06.14.2016,3506,Kabupaten Kediri
3506142017,Puhjajar,-7.6735233228,112.1158201492,35.06.14.2017,3506,Kabupaten Kediri
3506152001,Jantok,-7.6699514346,112.1070400076,35.06.15.2001,3506,Kabupaten Kediri
3506152002,Pesing,-7.6649459375,112.0994355814,35.06.15.2002,3506,Kabupaten Kediri
3506152003,Mranggen,-7.6593258147,112.0914784228,35.06.15.2003,3506,Kabupaten Kediri
3506152004,Purwoasri,-7.6437320402,112.1037587016,35.06.15.2004,3506,Kabupaten Kediri
3506152005,Wonotengah,-7.6558127715,112.1125406599,35.06.15.2005,3506,Kabupaten Kediri
3506152006,Ketawang,-7.6612719869,112.1257187706,35.06.15.2006,3506,Kabupaten Kediri
3506152007,Belor,-7.6572165314,112.1383768529,35.06.15.2007,3506,Kabupaten Kediri
3506152008,Blawe,-7.6492121256,112.128547748,35.06.15.2008,3506,Kabupaten Kediri
3506152009,Pandansari,-7.6458647343,112.1165792336,35.06.15.2009,3506,Kabupaten Kediri
3506152010,Purwodadi,-7.6312858043,112.1115758548,35.06.15.2010,3506,Kabupaten Kediri
3506152011,Bulu,-7.6355259009,112.1239863034,35.06.15.2011,3506,Kabupaten Kediri
3506152012,Tugu,-7.6389803435,112.1365244054,35.06.15.2012,3506,Kabupaten Kediri
3506152013,Sidomulyo,-7.6422936517,112.158222337,35.06.15.2013,3506,Kabupaten Kediri
3506152014,Klampitan,-7.6317780919,112.1439316952,35.06.15.2014,3506,Kabupaten Kediri
3506152015,Woromarto,-7.6237316993,112.138349244,35.06.15.2015,3506,Kabupaten Kediri
3506152016,Muneng,-7.6226085724,112.1124068191,35.06.15.2016,3506,Kabupaten Kediri
3506152017,Merjoyo,-7.6151951244,112.1172066403,35.06.15.2017,3506,Kabupaten Kediri
3506152018,Mekikis,-7.6063934747,112.1122916082,35.06.15.2018,3506,Kabupaten Kediri
3506152019,Karangpakis,-7.6139909358,112.1298749292,35.06.15.2019,3506,Kabupaten Kediri
3506152020,Dayu,-7.6145799325,112.1420810787,35.06.15.2020,3506,Kabupaten Kediri
3506152021,Dawuhan,-7.6172020008,112.1500674609,35.06.15.2021,3506,Kabupaten Kediri
3506152022,Kempleng,-7.6234748082,112.1579452895,35.06.15.2022,3506,Kabupaten Kediri
3506152023,Sumberjo,-7.6261731281,112.1691016406,35.06.15.2023,3506,Kabupaten Kediri
3506162001,Langenharjo,-7.7457589528,112.1671951209,35.06.16.2001,3506,Kabupaten Kediri
3506162002,Tegowangi,-7.7409185875,112.1575391201,35.06.16.2002,3506,Kabupaten Kediri
3506162003,Puhjarak,-7.72496029,112.1600486007,35.06.16.2003,3506,Kabupaten Kediri
3506162004,Mejono,-7.7292810256,112.1396851955,35.06.16.2004,3506,Kabupaten Kediri
3506162005,Payaman,-7.7147328583,112.140258295,35.06.16.2005,3506,Kabupaten Kediri
3506162006,Bogokidul,-7.7188032691,112.1307091991,35.06.16.2006,3506,Kabupaten Kediri
3506162007,Kayen Lor,-7.7156321847,112.1234579643,35.06.16.2007,3506,Kabupaten Kediri
3506162008,Wonokerto,-7.7031924439,112.130488056,35.06.16.2008,3506,Kabupaten Kediri
3506162009,Ngino,-7.696411712,112.141111648,35.06.16.2009,3506,Kabupaten Kediri
3506162010,Sebet,-7.7116091149,112.1518587035,35.06.16.2010,3506,Kabupaten Kediri
3506162011,Banjarejo,-7.6988541403,112.1561856842,35.06.16.2011,3506,Kabupaten Kediri
3506162012,Sidowarek,-7.7096363093,112.1740626071,35.06.16.2012,3506,Kabupaten Kediri
3506162013,Ringinpitu,-7.6955150901,112.1833636623,35.06.16.2013,3506,Kabupaten Kediri
3506162014,Sukoharjo,-7.6842583875,112.1671871219,35.06.16.2014,3506,Kabupaten Kediri
3506162015,Mojoayu,-7.6733155186,112.1487697846,35.06.16.2015,3506,Kabupaten Kediri
3506162016,Plemahan,-7.6849426184,112.1444362736,35.06.16.2016,3506,Kabupaten Kediri
3506162017,Mojokerep,-7.6712081346,112.128626197,35.06.16.2017,3506,Kabupaten Kediri
3506171009,Pare,-7.7691442534,112.1985617407,35.06.17.1009,3506,Kabupaten Kediri
3506172001,Sidorejo,-7.8117986629,112.1600078713,35.06.17.2001,3506,Kabupaten Kediri
3506172002,Sambirejo,-7.7785628193,112.1427284709,35.06.17.2002,3506,Kabupaten Kediri
3506172003,Gedangsewu,-7.7880821341,112.1835005948,35.06.17.2003,3506,Kabupaten Kediri
3506172004,Sumberbendo,-7.7842243006,112.1693610361,35.06.17.2004,3506,Kabupaten Kediri
3506172005,Darungan,-7.7755379856,112.1552610174,35.06.17.2005,3506,Kabupaten Kediri
3506172006,Bendo,-7.7600880052,112.1531062523,35.06.17.2006,3506,Kabupaten Kediri
3506172007,Pelem,-7.7606976157,112.1708789091,35.06.17.2007,3506,Kabupaten Kediri
3506172008,Tulungrejo,-7.7549817158,112.1894779581,35.06.17.2008,3506,Kabupaten Kediri
3506172010,Tertek,-7.771570782,112.2137975988,35.06.17.2010,3506,Kabupaten Kediri
3506182001,Kebonrejo,-7.8654148647,112.2896291047,35.06.18.2001,3506,Kabupaten Kediri
3506182002,Kampungbaru,-7.8412926587,112.281427517,35.06.18.2002,3506,Kabupaten Kediri
3506182003,Besowo,-7.8772917196,112.3076844371,35.06.18.2003,3506,Kabupaten Kediri
3506182004,Siman,-7.8212215148,112.2965889405,35.06.18.2004,3506,Kabupaten Kediri
3506182005,Brumbung,-7.7985548269,112.2950755579,35.06.18.2005,3506,Kabupaten Kediri
3506182006,Kepung,-7.8055143664,112.2688728584,35.06.18.2006,3506,Kabupaten Kediri
3506182007,Krenceng,-7.7915232559,112.2356814894,35.06.18.2007,3506,Kabupaten Kediri
3506182008,Kencong,-7.7751361575,112.2327122952,35.06.18.2008,3506,Kabupaten Kediri
3506182009,Keling,-7.7758760851,112.2548869233,35.06.18.2009,3506,Kabupaten Kediri
3506182010,Damarwulan,-7.7739861581,112.2766232536,35.06.18.2010,3506,Kabupaten Kediri
3506192001,Kemiri,-7.7489307962,112.261712907,35.06.19.2001,3506,Kabupaten Kediri
3506192002,Klampisan,-7.7590161065,112.2519632167,35.06.19.2002,3506,Kabupaten Kediri
3506192003,Karangtengah,-7.7360461781,112.2481119706,35.06.19.2003,3506,Kabupaten Kediri
3506192004,Kasreman,-7.7357677571,112.271609449,35.06.19.2004,3506,Kabupaten Kediri
3506192005,Jerukwangi,-7.7281400574,112.2751862923,35.06.19.2005,3506,Kabupaten Kediri
3506192006,Jerukgulung,-7.7339774738,112.2953621606,35.06.19.2006,3506,Kabupaten Kediri
3506192007,Jlumbang,-7.7311547697,112.3034222009,35.06.19.2007,3506,Kabupaten Kediri
3506192008,Bukur,-7.7417696646,112.2918159318,35.06.19.2008,3506,Kabupaten Kediri
3506192009,Kandangan,-7.7546741117,112.2825485317,35.06.19.2009,3506,Kabupaten Kediri
3506192010,Banaran,-7.7495861447,112.3123114948,35.06.19.2010,3506,Kabupaten Kediri
3506192011,Mlancu,-7.7660706996,112.3233238825,35.06.19.2011,3506,Kabupaten Kediri
3506192012,Medowo,-7.7692961854,112.375590094,35.06.19.2012,3506,Kabupaten Kediri
3506202001,Kalirong,-7.7255193549,111.9613248498,35.06.20.2001,3506,Kabupaten Kediri
3506202002,Kaliboto,-7.7206625034,111.9529373163,35.06.20.2002,3506,Kabupaten Kediri
3506202003,Bulusari,-7.7488244758,111.9332936262,35.06.20.2003,3506,Kabupaten Kediri
3506202004,Tarokan,-7.7428116922,111.9135369434,35.06.20.2004,3506,Kabupaten Kediri
3506202005,Kedungsari,-7.7053197665,111.9428093502,35.06.20.2005,3506,Kabupaten Kediri
3506202006,Sumberduren,-7.70870491,111.9514649445,35.06.20.2006,3506,Kabupaten Kediri
3506202007,Kerep,-7.7076219122,111.9695586614,35.06.20.2007,3506,Kabupaten Kediri
3506202008,Blimbing,-7.6974568236,111.975975814,35.06.20.2008,3506,Kabupaten Kediri
3506202009,Jati,-7.6873446039,111.9664460756,35.06.20.2009,3506,Kabupaten Kediri
3506202010,Cengkok,-7.6957972943,111.9533572345,35.06.20.2010,3506,Kabupaten Kediri
3506212001,Kuwik,-7.6826459165,112.1993118314,35.06.21.2001,3506,Kabupaten Kediri
3506212002,Balongjeruk,-7.6786401917,112.1881594776,35.06.21.2002,3506,Kabupaten Kediri
3506212003,Kapas,-7.661068734,112.1486387962,35.06.21.2003,3506,Kabupaten Kediri
3506212004,Klepek,-7.6465019775,112.147548181,35.06.21.2004,3506,Kabupaten Kediri
3506212005,Kunjang,-7.6536915436,112.1632320393,35.06.21.2005,3506,Kabupaten Kediri
3506212006,Kapi,-7.6655432521,112.164940071,35.06.21.2006,3506,Kabupaten Kediri
3506212007,Tengger Lor,-7.6626212135,112.177630693,35.06.21.2007,3506,Kabupaten Kediri
3506212008,Wonorejo,-7.6685788879,112.1841481185,35.06.21.2008,3506,Kabupaten Kediri
3506212009,Dungus,-7.6708053917,112.2038259657,35.06.21.2009,3506,Kabupaten Kediri
3506212010,Juwet,-7.6497652524,112.1858986992,35.06.21.2010,3506,Kabupaten Kediri
3506212011,Pakis,-7.6425084955,112.1705588278,35.06.21.2011,3506,Kabupaten Kediri
3506212012,Parelor,-7.6351608061,112.1728139493,35.06.21.2012,3506,Kabupaten Kediri
3506222001,Banyakan,-7.7682449487,111.9750674913,35.06.22.2001,3506,Kabupaten Kediri
3506222002,Jatirejo,-7.7696638179,111.9534848271,35.06.22.2002,3506,Kabupaten Kediri
3506222003,Manyaran,-7.7764509513,111.9884717022,35.06.22.2003,3506,Kabupaten Kediri
3506222004,Tiron,-7.7908683248,111.9356591496,35.06.22.2004,3506,Kabupaten Kediri
3506222005,Parang,-7.8036800145,111.8760936856,35.06.22.2005,3506,Kabupaten Kediri
3506222006,Sendang,-7.7578821425,111.9894293327,35.06.22.2006,3506,Kabupaten Kediri
3506222007,Maron,-7.7870540153,111.9667303373,35.06.22.2007,3506,Kabupaten Kediri
3506222008,Ngablak,-7.7624032994,112.0016253904,35.06.22.2008,3506,Kabupaten Kediri
3506222009,Jabon,-7.7703572496,112.0145898266,35.06.22.2009,3506,Kabupaten Kediri
3506232001,Ringinrejo,-7.9857819864,112.0447828074,35.06.23.2001,3506,Kabupaten Kediri
3506232002,Batuaji,-7.9683701878,112.0955653833,35.06.23.2002,3506,Kabupaten Kediri
3506232003,Deyeng,-7.985538776,112.0737817839,35.06.23.2003,3506,Kabupaten Kediri
3506232004,Dawung,-7.9682930968,112.0770220647,35.06.23.2004,3506,Kabupaten Kediri
3506232005,Purwodadi,-7.9644157447,112.0609902178,35.06.23.2005,3506,Kabupaten Kediri
3506232006,Sambi,-7.9853139274,112.0273913589,35.06.23.2006,3506,Kabupaten Kediri
3506232007,Susuhbango,-7.9692784941,112.0210715483,35.06.23.2007,3506,Kabupaten Kediri
3506232008,Selodono,-7.9700419795,112.0419879932,35.06.23.2008,3506,Kabupaten Kediri
3506232009,Nambakan,-7.9534940459,112.0146247919,35.06.23.2009,3506,Kabupaten Kediri
3506232010,Srikaton,-7.9818314586,112.0142987156,35.06.23.2010,3506,Kabupaten Kediri
3506232011,Jemekan,-7.9927215032,112.0070729644,35.06.23.2011,3506,Kabupaten Kediri
3506242001,Baye,-7.7485892536,112.052071969,35.06.24.2001,3506,Kabupaten Kediri
3506242002,Bangsongan,-7.7406924542,112.0594850788,35.06.24.2002,3506,Kabupaten Kediri
3506242003,Senden,-7.7431883697,112.0757961852,35.06.24.2003,3506,Kabupaten Kediri
3506242004,Sambirobyong,-7.7541103538,112.0935521936,35.06.24.2004,3506,Kabupaten Kediri
3506242005,Mukuh,-7.7503055052,112.1069485997,35.06.24.2005,3506,Kabupaten Kediri
3506242006,Sukoharjo,-7.7572602428,112.1232912183,35.06.24.2006,3506,Kabupaten Kediri
3506242007,Jambu,-7.7458811626,112.1413890586,35.06.24.2007,3506,Kabupaten Kediri
3506242008,Sekaran,-7.7459935272,112.1307313975,35.06.24.2008,3506,Kabupaten Kediri
3506242009,Padangan,-7.7342508039,112.1207286491,35.06.24.2009,3506,Kabupaten Kediri
3506242010,Nanggungan,-7.7261567394,112.1069692146,35.06.24.2010,3506,Kabupaten Kediri
3506242011,Semambung,-7.7274096263,112.0990592572,35.06.24.2011,3506,Kabupaten Kediri
3506242012,Kayen Kidul,-7.7395239037,112.0922987467,35.06.24.2012,3506,Kabupaten Kediri
3506252001,Tugurejo,-7.8262292586,112.0613072321,35.06.25.2001,3506,Kabupaten Kediri
3506252002,Sumberejo,-7.8078660436,112.0653632957,35.06.25.2002,3506,Kabupaten Kediri
3506252003,Paron,-7.8055332147,112.0559200479,35.06.25.2003,3506,Kabupaten Kediri
3506252004,Gogorante,-7.8213631183,112.0508780393,35.06.25.2004,3506,Kabupaten Kediri
3506252005,Doko,-7.8154719964,112.0413463351,35.06.25.2005,3506,Kabupaten Kediri
3506252006,Sukorejo,-7.8068554728,112.0425426381,35.06.25.2006,3506,Kabupaten Kediri
3506252007,Ngasem,-7.7980384471,112.0463263514,35.06.25.2007,3506,Kabupaten Kediri
3506252008,Karangrejo,-7.7949804493,112.0320474497,35.06.25.2008,3506,Kabupaten Kediri
3506252009,Kwadungan,-7.7897464871,112.0252215245,35.06.25.2009,3506,Kabupaten Kediri
3506252010,Nambaan,-7.7855804247,112.0458445211,35.06.25.2010,3506,Kabupaten Kediri
3506252011,Toyoresmi,-7.7849805371,112.055129838,35.06.25.2011,3506,Kabupaten Kediri
3506252012,Wonocatur,-7.7740581028,112.0480948416,35.06.25.2012,3506,Kabupaten Kediri
3506262001,Canggu,-7.749064026,112.2198072872,35.06.26.2001,3506,Kabupaten Kediri
3506262002,Lamong,-7.7521986299,112.2080080898,35.06.26.2002,3506,Kabupaten Kediri
3506262003,Bringin,-7.7405757393,112.195740718,35.06.26.2003,3506,Kabupaten Kediri
3506262004,Sekoto,-7.7292170977,112.1823246411,35.06.26.2004,3506,Kabupaten Kediri
3506262005,Tunglur,-7.7234317212,112.1967555108,35.06.26.2005,3506,Kabupaten Kediri
3506262006,Krecek,-7.7329078827,112.226348978,35.06.26.2006,3506,Kabupaten Kediri
3506262007,Blaru,-7.7077814937,112.223731793,35.06.26.2007,3506,Kabupaten Kediri
3506262008,Badas,-7.7020936415,112.2028837975,35.06.26.2008,3506,Kabupaten Kediri
3507012001,Tulungrejo,-8.359313066,112.4860882541,35.07.01.2001,3507,Kabupaten Malang
3507012002,Banjarejo,-8.3508075297,112.4716686225,35.07.01.2002,3507,Kabupaten Malang
3507012003,Kedungsalam,-8.3499510597,112.4436010901,35.07.01.2003,3507,Kabupaten Malang
3507012004,Tlogosari,-8.278245409,112.4698324349,35.07.01.2004,3507,Kabupaten Malang
3507012005,Tempursari,-8.3071069573,112.4425548881,35.07.01.2005,3507,Kabupaten Malang
3507012006,Donomulyo,-8.2821658805,112.4302931591,35.07.01.2006,3507,Kabupaten Malang
3507012007,Purworejo,-8.2686130942,112.4039030609,35.07.01.2007,3507,Kabupaten Malang
3507012008,Sumberoto,-8.3143142573,112.380983962,35.07.01.2008,3507,Kabupaten Malang
3507012009,Mentaraman,-8.3409829882,112.4118167835,35.07.01.2009,3507,Kabupaten Malang
3507012010,Purwodadi,-8.3264114972,112.3966119537,35.07.01.2010,3507,Kabupaten Malang
3507022001,Sumbermanjing Kulon,-8.3006795946,112.4870805079,35.07.02.2001,3507,Kabupaten Malang
3507022002,Pandanrejo,-8.2951129645,112.5111728306,35.07.02.2002,3507,Kabupaten Malang
3507022003,Sumberkerto,-8.2780480506,112.5318344668,35.07.02.2003,3507,Kabupaten Malang
3507022004,Sempol,-8.2615828873,112.500944861,35.07.02.2004,3507,Kabupaten Malang
3507022005,Pagak,-8.242423612,112.5259653199,35.07.02.2005,3507,Kabupaten Malang
3507022006,Tlogorejo,-8.2061190309,112.5041409148,35.07.02.2006,3507,Kabupaten Malang
3507022007,Gampingan,-8.1981300539,112.5346539511,35.07.02.2007,3507,Kabupaten Malang
3507022008,Sumberejo,-8.2152986027,112.5490876006,35.07.02.2008,3507,Kabupaten Malang
3507032001,Wonokerto,-8.2407345095,112.5937143111,35.07.03.2001,3507,Kabupaten Malang
3507032002,Rejosari,-8.2737186793,112.595262961,35.07.03.2002,3507,Kabupaten Malang
3507032003,Bantur,-8.3091471237,112.5798679158,35.07.03.2003,3507,Kabupaten Malang
3507032004,Wonorejo,-8.3276429569,112.5717161666,35.07.03.2004,3507,Kabupaten Malang
3507032005,Srigonco,-8.3667025661,112.5551079162,35.07.03.2005,3507,Kabupaten Malang
3507032006,Sumberbening,-8.3527403626,112.5356387751,35.07.03.2006,3507,Kabupaten Malang
3507032007,Bandungrejo,-8.3476899179,112.5124474661,35.07.03.2007,3507,Kabupaten Malang
3507032008,Pringgodani,-8.2827725024,112.5640898883,35.07.03.2008,3507,Kabupaten Malang
3507032009,Rejoyoso,-8.2199034755,112.5759355891,35.07.03.2009,3507,Kabupaten Malang
3507032010,Karangsari,-8.2463225805,112.5620838571,35.07.03.2010,3507,Kabupaten Malang
3507042001,Tambakasri,-8.3677355893,112.7504962327,35.07.04.2001,3507,Kabupaten Malang
3507042002,Tegalrejo,-8.3112727336,112.7473847128,35.07.04.2002,3507,Kabupaten Malang
3507042003,Sekarbanyu,-8.269961227,112.749354721,35.07.04.2003,3507,Kabupaten Malang
3507042004,Klepu,-8.2505442467,112.7232206194,35.07.04.2004,3507,Kabupaten Malang
3507042005,Ringinkembar,-8.3093692557,112.7236967973,35.07.04.2005,3507,Kabupaten Malang
3507042006,Kedungbanteng,-8.365970575,112.7153364596,35.07.04.2006,3507,Kabupaten Malang
3507042007,Sitiarjo,-8.3999691846,112.6704579607,35.07.04.2007,3507,Kabupaten Malang
3507042008,Sumberagung,-8.3460093188,112.6816930764,35.07.04.2008,3507,Kabupaten Malang
3507042009,Argotirto,-8.3124727672,112.6870180716,35.07.04.2009,3507,Kabupaten Malang
3507042010,Harjokuncaran,-8.2897266204,112.7013017993,35.07.04.2010,3507,Kabupaten Malang
3507042011,Sumbermanjing Wetan,-8.2528620159,112.6948078423,35.07.04.2011,3507,Kabupaten Malang
3507042012,Ringinsari,-8.2856150953,112.671056827,35.07.04.2012,3507,Kabupaten Malang
3507042013,Druju,-8.2474030095,112.6700460652,35.07.04.2013,3507,Kabupaten Malang
3507042014,Tambakrejo,-8.4193939463,112.7014573108,35.07.04.2014,3507,Kabupaten Malang
3507042015,Sidoasri,-8.3730017531,112.7826432269,35.07.04.2015,3507,Kabupaten Malang
3507051007,Dampit,-8.2091967869,112.7664380277,35.07.05.1007,3507,Kabupaten Malang
3507052001,Sukodono,-8.3120720012,112.7817721212,35.07.05.2001,3507,Kabupaten Malang
3507052002,Sumbersuko,-8.238306537,112.7498083818,35.07.05.2002,3507,Kabupaten Malang
3507052003,Srimulyo,-8.2966816865,112.8025088877,35.07.05.2003,3507,Kabupaten Malang
3507052004,Baturetno,-8.2697295588,112.79845461,35.07.05.2004,3507,Kabupaten Malang
3507052005,Bumirejo,-8.2413828405,112.7875437534,35.07.05.2005,3507,Kabupaten Malang
3507052006,Amadanom,-8.2114449716,112.7853156139,35.07.05.2006,3507,Kabupaten Malang
3507052008,Pamotan,-8.194010282,112.7500689921,35.07.05.2008,3507,Kabupaten Malang
3507052009,Majangtengah,-8.2127770354,112.7212262979,35.07.05.2009,3507,Kabupaten Malang
3507052010,Rembun,-8.2068782165,112.7084084137,35.07.05.2010,3507,Kabupaten Malang
3507052011,Pojok,-8.1785480395,112.72213841,35.07.05.2011,3507,Kabupaten Malang
3507052012,Jambangan,-8.1688709586,112.7562115462,35.07.05.2012,3507,Kabupaten Malang
